순위,제목,저자,출판사,요약
264,휴머노이드 로봇: 바이올로이드 편 혼자서도 즐기는 ,김종욱,홍릉과학출판사,"혼자서도 즐기는『휴머노이드 로봇: 바이올로이드 편』. 공학용 시뮬레이션 소프트웨어인 Matlab을 다룰 줄 아는 대학교 3학년 이상의 공대 학생, 대학원생, 공학자들이 휴머노이드 로봇에 관한 이론적 원리를"
265,스토리로 이해하는 암호화 알고리즘,김수민,로드북,"『스토리로 이해하는 암호화 알고리즘』은 암호 알고리즘을 좀 더 쉽게 이해해 보자는 목적으로 집필되었다. 암호의 안전성이나 난수 발생기의 원리, 암호 알고리즘은 깨지지 않았는데 어떻게 해킹될 수 있는지,"
266,엑스비 Xbee  무선 아두이노 Fun!,정욱진,카오스북,"[엑스비 Xbee  무선 아두이노 Fun!]은 엑스비 통신을 위한 준비, 엑스비 통신 시작하기, PC와 노드 사이 무선통신 실습, 노드 간 통신 실습, 엑스비 에너지 모드 설정 등을 알아보는 책이다."
267,메모리 시스템,Bruce Jacob,카오스북,▶ 이 책은 메모리 시스템에 대해 다룬 이론서입니다. 메모리 시스템의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
268,컴퓨터 구조와 원리 2.0 IT Cookbook 한빛 교재 시리즈 125 ,신종홍,한빛아카데미,『컴퓨터 구조와 원리 2.0』는 컴퓨터의 데이터 표현 방법부터 컴퓨터 병렬 구조까지 컴퓨터 구조를 이해하는 데 필요한 전반적인 내용을 다룬다. 1장~2장에서는 컴퓨터를 구성하는 장치와 기본 구조를 공부하고
269,인공지능 개론 IT Cookbook 한빛 교재 시리즈 110 ,마이클 네그네빗스키,한빛아카데미,"『인공지능 개론』은 인공지능에 대한 지적 호기심을 충족시킬 수 있는 다양한 이론과 예제를 다룬 입문서다. 인공지능을 이해하는 데 필요한 확률, 집합론 등의 수학 이론부터 인공지능 논리와 실생활 예제까지"
270,운영체제 9판 ,Silberschatz,교보문고,"컴퓨터 공학도를 위한『운영체제』는 모든 컴퓨터 시스템의 필수적 부분인 운영체제에 대한 개론서다. 운영체제가 무엇인지, 어떤 일을 하는지, 어떻게 설계되고 구축되는지를 설명한다. 현대의 운영체제의"
271,소프트웨어 한 권으로 시작하는 ,한옥영,사람의무늬,"“소프트웨어 관련 기초 교양서가 무엇보다 필요한 현재, 우리에게 
꼭 필요한 책이다. 처음 만나는 소프트웨어 입문서로 손색이 없다. 
필독을 권한다.”"
272,R 딥러닝 프로젝트,위시 헤이든 리우,홍릉과학출판사,▶ 이 책은 R 딥러닝을 다룬 이론서입니다.
273,유전 알고리즘 쉽게 배우는  한빛 교재 시리즈 81 ,문병로,한빛아카데미,"진화의 원리를 문제 해결에 이용하는 유전 알고리즘은 컴퓨터, 물리, 화학, 생물, 전자, 기계, 조선, 원자핵, 경영, 재무회계, 음악, 미술 거의 모든 분야에서 어려운 문제를 해결하는 매력적인 대안의 하나로"
274,소프트웨어 공학 쉽게 배우는  IT CookBook 192 ,김치수,한빛아카데미,"[쉽게 배우는 소프트웨어 공학]은 일상에서 흔히 접할 수 있는 예시를 통해 소프트웨어 공학의 핵심 개념을 이끌어내고, 풍부한 삽화와 도해를 더해 기초 지식이 없어도 쉽게 이해할 수 있도록 구성한 책이다."
275,운영체제 개정판 3판  IT Cookbook 202 ,구현회,한빛아카데미,『운영체제』는 운영체제 입문에 꼭 필요한 기본 개념과 원리를 그림을 중심으로 자세히 설명하고 있다. 모든 장에 걸쳐 기존 내용을 세밀하게 검토하여 부분적으로 최신 경향을 반영하였으며 전체 본문을
276,정보적 사고에서 인공 지능까지 swedu 10 ,김현철,한빛아카데미,"정보적 사고는 컴퓨팅 사고력보다 좀 더 포괄적인 개념으로 우리가 살고 있는 세상을 정보의 관점으로 본다는 것이 핵심입니다. 즉, 정보를 연결하여 처리하는 알고리즘적 방법으로 문제를 해결하거나 개선하는"
277,컴퓨터와 정보통신의 이해 4차 산업혁명을 대비한 ,김장형,문운당,오늘날 컴퓨터와 정보통신 기술이 통합되면서 우리의 일상생활을 비롯한 사회의 모든 분야를 변화시키고 있으며 이를 통하지 않고는 모든 것이 정상적으로 이루어지지 않을 정도로 우리의 삶과 밀접하게 연결되고
278,SAS Viya 기반의 실무에 바로 적용하는 머신러닝,강봉주,자유아카데미,"SAS사의 최신 분석 플랫폼인 SAS Viya는 하나의 플랫폼으로 기본 분석부터 빅데이터 분석까지 가능한 인메모리, 분산환경 기반의 분석 패키지이다. 이 책은 SAS Viya를 기반으로 하여 머신러닝의 기본개념부터"
279,소프트웨어 요구사항 3 위키북스 IT Leaders 시리즈 26 ,칼 위거스,위키북스,모든 소프트웨어 프로세스 개선에서 요구사항 관례 개선이 가장 유익한 결과다. 이 책에서는 요구사항 관례 개선을 위해 현장에서 실질적으로 도움이 되는 입증된 기법들을 설명한다. 효율적인 요구공학 방법을
280,블록체인 구조와 이론 위키북스 해킹&보안 시리즈 10 ,아카바네 요시하루,위키북스,"가상화폐 비트코인의 핵심 기술로 세상에 알려진 블록체인은 현재 전 세계적으로 금융을 비롯해 제조, 유통, 공공, 의료 등 대부분의 산업군에서 블록체인 기반의 서비스를 앞다투어 도입하거나 검토하고 있다."
281,"파이썬을 이용한 머신러닝, 딥러닝 실전 개발 입문 데이터 사이언스 시리즈 3 ",쿠지라 히코우즈쿠에,위키북스,"『파이썬을 이용한 머신러닝, 딥러닝 실전 개발 입문』에서는 머신러닝의 바탕이 되는 데이터를 수집하고, 수집된 데이터를 기반으로 머신러닝을 수행하는 방법을 설명합니다. 인터넷에서 데이터를 어떻게"
282,지능형 웹 알고리즘 위키북스 데이터 사이언스 시리즈 7 ,더글라스 매킬레이스,위키북스,"《지능형 웹 알고리즘》 제2판은 사용자, 웹 애플리케이션, 웹 사이트 로그에서 수집한 데이터를 처리하고 가공하고 분석하는 머신러닝 애플리케이션을 구축하는 방법을 가르쳐 준다. 완전히 개정된 이"
283,신경망 딥러닝 입문 초보자를 위한  데이터 사이언스 시리즈 20 ,아다치 하루카,위키북스,"이 책은 딥러닝을 처음 시작하려 하지만 수식을 이해하기 어렵다거나 프로그래밍 경험이 많지 않은 IT 엔지니어나 초보자를 대상으로 합니다. 

신경망과 딥러닝에 대한 기본적인 이해부터 시작하여, 딥러닝"
284,딥러닝 입문 교실 가장 쉬운  데이터 사이언스 시리즈 21 ,히로키 타니오카,위키북스,"이 책은 머신러닝의 한 방법인 '딥러닝'을 가장 쉽게 배울 수 있는 입문서입니다. AI 개발의 필수 기초 이론과 파이썬을 이용한 실전 예제를 텐서플로와 케라스로 쉽게 배울 수 있습니다. 실전 예제로 문자 인식,"
285,텐서플로 딥러닝 프로젝트 실전활용!  위키북스 데이터 사이언스 시리즈 24 ,루카 마사론,위키북스,"텐서플로를 활용한 다양한 딥러닝 시스템을 설계해 보자!

텐서플로는 머신러닝과 딥러닝에 사용되는 가장 유명한 프레임워크다. 텐서플로는 다양한 종류의 딥러닝 모델을 매우 높은 정확도로 훈련시키기 위한"
286,나의 첫 머신러닝/딥러닝 데이터 사이언스 시리즈 27 ,허민석,위키북스,"머신러닝/딥러닝을 어디서부터 시작해야 하는지 모르는 분들을 위한 책입니다! 이 책은 머신러닝/딥러닝을 시작하려는 모든 분들을 대상으로 합니다. 이해하기 쉬운 알고리즘부터 차근차근 단계별로 학습함으로써,"
287,실전! Core ML을 활용한 머신러닝 iOS 앱 개발 위키북스 데이터 사이언스 시리즈 34 ,죠슈아 뉴햄,위키북스,"애플 Core ML을 활용한 스마트한 iOS 앱 만들기!

Core ML은 다양한 머신러닝 작업을 지원하기 위해 설계된 API를 제공하는 애플의 유명한 프레임워크다. 이 프레임워크를 활용하면 머신러닝 모델을 훈련시킨"
288,마이크로서비스 인 액션 위키북스 오픈소스 & 웹 시리즈 96 ,모건 브루스,위키북스,훌륭한 애플리케이션을 설계하고 인프라스트럭처를 개선하며 최고의 성과를 발휘하는 개발팀을 육성하는 데 시간을 투자하자. 마이크로서비스는 독립적인 컴포넌트로 시스템을 구축하기 때문에 전통적인
289,데이터 분석을 위한 머신 러닝 입문,하시모토 타이이치,길벗,"인공지능+머신 러닝 알고리즘+딥러닝+파이썬 프로그래밍까지!

데이터 분석과 머신 러닝을 한 권에 담았다. 인공지능 프레임워크를 살펴보고 직접 실시간 분석 시스템을 만들어보자. 플루언티드와 노리크라를"
290,Azure와 도커를 활용한 마이크로서비스 구현 소프트웨어 아키텍처 ,보리스 숄,에이콘출판,『Azure와 도커를 활용한 마이크로서비스 구현』은 Azure에서 마이크로서비스 기반 애플리케이션을 만드는 데 흥미를 가진 사람들을 대상으로 한다. 이 책을 통해 마이크로서비스 기반 애플리케이션의 이점과
291,TensorFlow Machine Learning Cookbook acorn+PACKT ,닉 맥클루어,에이콘출판,"개별적으로 실행 가능한 다양한 예제를 활용해 텐서플로 사용법을 살펴본다. 이 책은 프로그래밍에 익숙하지만 머신 러닝을 처음 접하는 사람, 머신 러닝에 대해 잘 알고 있는 사람 모두에게 도움이 될 수 있다."
292,텐서플로로 구현하는 딥러닝과 강화학습 초보자도 쉽게 배우는  acorn+PACKT 시리즈 ,잔카를로 자코네,에이콘출판,"텐서플로를 이용해 딥러닝 프로그램을 개발하는 방법을 알려주는 소개서다. 이 책을 통해 다음과 같은 내용을 배울 수 있다.

■ 딥러닝의 역사적 발전 과정
■ 최신 텐서플로 1.3과 GPU 컴퓨팅을 이용한"
293,머신 러닝과 통계 acorn+Packt ,프라탑 단게티,에이콘출판,"통계와 머신 러닝의 관계에 대해 기초적인 개념을 정립할 수 있도록 돕는다. 또한 지도학습, 비지도학습, 강화학습에 이르기까지 머신 러닝에서 주로 사용되는 대부분의 기법에 대해 파이썬과 R 예제를 제공한다."
294,R로 마스터하는 머신 러닝 2/e 2판  acorn+Packt 시리즈 ,코리 레즈마이스터,에이콘출판,"통계 계산과 그래픽에 특화된 언어인 R을 사용해 머신 러닝을 배우는데 필요한 여러 통계적 기법을 실제 사례에 적용하며 설명한다. 복잡한 수식이나 전문 프로그래밍 기법을 사용하지 않으면서, 선형"
295,머신 러닝 마스터 2/e Scikit-learn으로 ,개빈 해클링,에이콘출판,"머신 러닝의 관계에 관해 기초적인 개념을 정립할 수 있도록 돕는 책이다. 지도 학습, 비지도 학습, 강화 학습에 이르기까지 머신 러닝에서 주로 사용되는 기법 대부분을 비교해 설명하며, 이에 관해 파이썬의"
296,R 딥러닝 쿡북,PKS 프라카시,에이콘출판,"이 책에서는 R에서 사용 가능한 딥러닝 패키지 MXNet, 텐서플로, H2O를 소개하고, 이를 사용해 딥러닝 모델을 구현해본다. 주피터와 도커를 이용해 R 딥러닝 패키지를 설정하고 로지스틱 회귀, MLP 등 기초 개념을"
297,파이썬 자연어 처리의 이론과 실제,잘라지 트하나키,에이콘출판,자연어 처리는 복잡한 영역이라 아주 많은 자료가 존재한다. 학습자가 자연어 처리를 익히려면 여기저기 발품을 팔아야 하는 실정이다. 저자는 이와 같은 현실을 깨닫고 한 권의 책으로 파이썬 자연어 처리의
298,신경망 설계 2판  acorn ADVANCED ,마틴 헤이건,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

신경망 이론 입문서로서 전세계 독자들에게 많은 사랑을 받으며, 대학원 교재로 채택될 정도로 그 효용성을 인정받고 있다. 이 책에서는 인공 신경망의 역사에"
299,개발자를 위한 머신 러닝,로돌포 본닌,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

머신 러닝 기법을 활용하고 싶지만 어떻게 시작할지 막막한 실무자, 개발자를 위한 책이다. 최근에 머신 러닝과 딥러닝에 관련된 서비스 및 라이브러리가 많이"
300,실전 금융 머신 러닝 완벽 분석 acorn ADVANCED ,마르코스 로페즈 데 프라도,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

이 책은 머신 러닝을 금융에 적용하는 것이 어떤 것이며, 어떠한 장점과 위험이 존재하는 것인지 빠짐없이 설명한다.
저자가 20년 간 금융에서 실제로 적용해 본"
