순위,제목,저자,출판사,요약
273,한눈에 보는 실전 클라우드 프로젝트 에이콘 클라우드 컴퓨팅 시리즈 13 ,강송희,에이콘출판,『한눈에 보는 실전 클라우드 프로젝트』는 클라우드 시작하기 위해 필수 기본 지식을 정리하였다. 클라우드 아키텍트이자 엔지니어인 저자의 현장 경험을 바탕으로 현업 프로젝트에 바로 활용할 수 있는 기반
274,Python Design Patterns acorn+PACKT ,제나디 즐로빈,에이콘출판,"수많은 개발자들이 작업 시의 문제를 해결하며 발전시켜온 노하우를 축적하고, 추후 재사용을 위해 이름 붙인 규약을 디자인 패턴이라 부른다. 프로그래머들이 협업하면서 디자인 패턴을 사용하면, 장황한 설명"
275,하둡 맵리듀스 최적화와 튜닝 acorn+PACKT ,칼레드 타니어,에이콘출판,"『하둡 맵리듀스 최적화와 튜닝』는  맵리듀스 최적화 문제의 개요, 결점 발견 방법, 하둡 클러스터 자원을 최대한 활용한 입력 데이터 처리 방법을 살펴보고 있다. 맵리듀스 애플리케이션 개발 경험이 있다면,"
276,기업 통합 패턴 Enterprise Integration Patterns,그레거 호프,에이콘출판,기업 내 복잡한 분산 애플리케이션들을 통합하려면 어떻게 해야 할까? IT 역사만큼이나 오래됐지만 여전히 가장 어려운 이 질문에 기업 통합 패턴은 시대를 초월한 해결책을 제시한다. 이 책의 메시징 기반 65개
277,프로그래머처럼 생각하기,안톤 스프라울,에이콘출판,『프로그래머처럼 생각하기』는 프로그래밍 입문자와 어떤 문제에 대한 해결책을 프로그래밍으로 구현하려 할 때 막막함을 한 번이라도 느껴본 이들을 위한 책이다. 어떤 문제를 해결하기 위한 논리적 사고 과정과
278,RESTful 자바 패턴과 실전 응용 acorn+PACKT 시리즈 ,바크티 메타,에이콘출판,"[RESTful 자바 패턴과 실전 응용]은 REST에 관하여 기초 원리부터 실무적인 예제 코드까지 차례로 설명하고, 현장에서 애플리케이션을 설계/개발하는 실무자들에게 도움이 될 만한 베스트 프랙티스를 제시한"
279,생활 교양 프로그래밍 입문 acornLoft ,시미즈 료,에이콘출판,"『생활 교양 프로그래밍 입문』은 프로그래밍에 대해 아무것도 모르는 사람들에게 기초 지식을 제공할 목적으로 쓰였다. 이 책에서는 이 프로그램들의 공통 법칙이 무엇인지 설명하고, 일상 생활 속 대화를"
280,matplotlib을 이용한 데이터 시각화 프로그래밍 acorn+PACKT 시리즈 ,알렉상드르 드베르,에이콘출판,"『matplotlib을 이용한 데이터 시각화 프로그래밍』은 파이썬 개념과 과학 배경 지식이 있는 독자를 대상으로 하는 이 책은, 맷플롯립 matplotlib 을 설치하는 방법을 먼저 알려주고, 다양한 2차원 그래프를"
281,스프링과 JPA를 활용한 자바 엔터프라이즈 애플리케이션 개발 세트 에이콘 오픈소스 프로그래밍 시리즈  전,김영한,에이콘출판,"JPA 기초 이론과 핵심 원리, 그리고 실무에 필요한 성능 최적화 방법까지 JPA에 대한 것을 다루는 『자바 ORM 표준 JPA 프로그래밍』과 대한민국 전자정부 표준 프레임워크 스프링을 설명하는 『토비의 스프링"
282,ARMv7 프로세서 프로그래밍 에이콘 임베디드 시스템 시리즈 ,제임스 랭브리지,에이콘출판,[ARMv7 프로세서 프로그래밍]은 가장 성공적인 프로세서 중 하나로 손꼽히는 ARM 기반 프로세서를 이용해 프로그래밍하는 노하우를 풀어놓은 책이다. ARM 아키텍처에 대한 자세한 설명과 그 내부 컴포넌트의
283,SDN과 NFV 오픈소스와 오픈스탠더드로 알아보는  에이콘 네트워크 프로그래밍 시리즈 ,SDN/NFV포럼,에이콘출판,[오픈소스와 오픈스탠더드로 알아보는 SDN과 NFV]는 SDN과 NFV 기술 모두를 자세히 다루는 도서다. SDN과 NFV를 구성하는 최신 표준기술을 일목요연하게 정리했을 뿐만 아니라 오픈소스 기반의 SDN 플랫폼인
284,파이썬으로 풀어보는 수학 에이콘 프로그래밍 언어 시리즈 ,아미트 사하,에이콘출판,"[파이썬으로 풀어보는 수학]은 파이썬을 이용해 고등학교 수준의 다양한 수학 문제를 풀어보는 책이다. 고등학교 수준의 통계, 기하학, 확률, 미적분과 관련된 다양한 수학 문제를 파이썬이라는 프로그래밍 언어를"
285,USB 완전정복 개정판 5판  에이콘 임베디드 시스템 시리즈 ,Jan Axelson,에이콘출판,"『USB 완전정복』은 USB 기술의 역사와 함께 한 책이다. 5판까지 판올림하면서 최신 규격인 USB 3.1, 슈퍼스피드 플러스 SuperSpeed Plus 까지 망라해 설명한다. 최근 USB 탑재 제품들은 USB 3.X의 고속, 저전력"
286,Objective-C 개발자를 위한 Swift,김근영,디지털북스,"본서는 Objective-C와 Swift 코드를 함께 제공함으로써 두 언어의 차이점을 쉽게 이해할 수 있도록 배려한, Objective-C에서 Swift로 전환하기 위한 가이드입니다. 특히, 기본 프레임워크에 대한 레퍼런스를"
287,컴맹을 위한 C언어,정덕,디지털북스,『컴맹을 위한 C언어』는 진짜 초보자들을 위한 프로그래밍 입문서다. 이 책은 배경지식 없이도 C언어를 보고 배울 수 있도록 구성했다. 따라서 가벼운 예제를 통해 컴맹도 C언어를 배울 수 있도록 방법을
288,PLC 프로그래밍 XGX XGB 중심 ,김태평,태영문화사,"이 책은 XGX XGB 중심으로 PLC 프로그래밍에 대해 소개한다. 책은 PLC가 무엇인지 개요부터 살펴보고, 기능, 시스템의 구성, 명령어 상세를 알아본다."
289,자바 웹 개발 워크북 열혈강의 ,엄진영,프리렉,이 책은 자바 웹 개발 기초에서 프레임워크를 사용하는 실무 내용까지 다루고 있다. jsp에 한정한 웹 프로그래밍이 아니라 변화한 현재의 동적인 웹 개발 환경에 맞도록 서블릿/JSP를 기본으로 웹 개발에 필요한
290,파이썬으로 배우는 수학적 프로그래밍,알란 M. 스테이블리,프리렉,"이 책에서는 수학적 개념을 이용해서 프로그래밍 문제를 단순하고 깔끔하게 해결하는 방법을 설명합니다. 경험이 많은 프로그래머는 프로그램의 입력과 출력, 내부 데이터 객체 등을 설계하는 단계에서 집합,"
291,프로그래밍의 정석,우에다 이사오,프리렉,"『프로그래밍의 정석』에서 설명하는 프로그래밍의 정석에 관한 주요 정보의 출처와 관련 서적을 모두 읽으면 실력 향상에 많은 도움이 되겠지만, 초보자가 읽기 시작하면 몇 년이 걸릴 것입니다. 이 책에는 기술"
292,"프로그래머, 수학으로 생각하라 개정판 ",유키 히로시,프리렉,인공지능과 4차 산업혁명의 시대. 중요한 것은 논리적 사고력과 문제 해결 능력입니다. 이 책에서는 복잡한 수식을 사용하지 않고 고등학교 수준의 수학 지식과 사칙연산을 활용하여 프로그래밍에 깃든 수학
293,더 괜찮은 QA가 되기 위한 프랙티컬 테스트 자동화,정상미,프리렉,소프트웨어 품질을 높이려면 변화하는 소프트웨어 개발 동향에 맞춘 테스트 자동화가 필요합니다. 이 책은 소프트웨어 테스트 표준인 ISO 29119를 기반으로 현업에서 활발히 사용하고 있는 키워드 기반 테스트
294,파이썬으로 텍스트 분석하기,윤태일,늘봄,▶ 이 책은 파이썬을 다룬 이론서입니다.
295,자바를 다루는 기술,김병부,길벗,"『자바를 다루는 기술』은 자바 언어의 기초 문법을 친절하고 자세하게 설명한다. 객체 지향 프로그래밍 개념은 물론, 자바의 자료구조, 제네릭 generics , 리플렉션 reflection  등 고급 응용 기법들을 다양한"
296,자바 성능 튜닝 이야기 개발자가 반드시 알아야 할 ,이상민,인사이트,"『자바 성능 튜닝 이야기』는 고성능 애플리케이션을 위해 고려 해야 할 복잡한 요소들을 하나하나 짚어 주는 책이다. 장애를 일으키는 반복적인 코딩 이슈부터 시스템 진단, 튜닝 방법에 이르기까지 성능 개선이"
297,D3.js,스캇 머레이,인사이트,"『D3.js』는 시각화 도구인 D3 Data-Driven Documents 를 다루는 입문서다. 웹 페이지로 데이터를 불러와서 시각화를 생성하는 자바스크립트 기반 라이브러리로, 어떤 형태의 시각화도 만들 수 있는 강력한 도구인"
298,프로그래밍 루아,호베르토 이에루자림스키,인사이트,"『프로그래밍 루아』는 루아 5.2의 핵심을 담은 책이다. 100여 개의 관련 예제와 함께 기본 개념, 문법을 충실히 설명하고, 루아에 강력한 힘을 더하는 표준 라이브러리와 C API까지 살펴보며 루아 자체를 깊이"
299,코딩 트레이닝 프로그래밍 인사이트 ,브라이언 호건,인사이트,"[코딩 트레이닝]은 현실 시나리오를 바탕으로 하는 57가지의 연습문제를 통해 코딩 기술을 지속적으로 다듬도록 도와준다. 처음에는 간단한 입출력 프로그램부터 시작한다. 그런 다음 환율 변환, 혈중 알코올 농도"
300,배시 핵심 레퍼런스 프로그래밍 인사이트 Programming Insight  ,아놀드 로빈스,인사이트,"맥 OS X이나 리눅스, 혹은 다른 유닉스 계열 시스템의 깊숙한 부분까지 다루기 위해서는 배시 셸을 다루는 법을 알아야 한다. 이 책은 리눅스 표준 셸인 배시 셸의 4.4 버전을 기준으로 하고 있으며 배시에 대한"
